ID;roomID;roomNo;Description;areClosed;Area (m2);Vertex_Indices;World_Coords_XY
191;100;;;0;2,59;[406, 408, 407, 405];[(21.114, 10.139), (28.093, 10.139), (28.093, 10.511), (21.114, 10.511)]
192;100;;;0;0,23;[407, 408, 410, 409];[(28.093, 10.511), (28.093, 10.139), (28.703, 10.139), (28.703, 10.511)]
193;100;;;0;0,06;[407, 409, 412, 411];[(28.093, 10.511), (28.703, 10.511), (28.703, 10.613), (28.093, 10.613)]
194;100;;;0;0,04;[409, 410, 414, 413];[(28.703, 10.511), (28.703, 10.139), (28.823, 10.139), (28.823, 10.511)]
195;100;;;0;0,71;[410, 408, 415, 416];[(28.703, 10.139), (28.093, 10.139), (28.093, 8.981), (28.703, 8.981)]
196;100;;;0;0,16;[416, 415, 417, 418];[(28.703, 8.981), (28.093, 8.981), (28.093, 8.714), (28.703, 8.714)]
197;100;;;0;0,33;[416, 418, 420, 419];[(28.703, 8.981), (28.703, 8.714), (29.935, 8.714), (29.935, 8.981)]
198;100;;;0;0,08;[419, 420, 422, 421];[(29.935, 8.981), (29.935, 8.714), (30.245, 8.714), (30.245, 8.981)]
199;100;;;0;0,37;[422, 420, 423, 424];[(30.245, 8.714), (29.935, 8.714), (29.935, 7.507), (30.245, 7.507)]
200;100;;;0;0,13;[424, 423, 425, 426];[(30.245, 7.507), (29.935, 7.507), (29.935, 7.08), (30.245, 7.08)]
201;100;;;0;0,54;[425, 423, 427, 428];[(29.935, 7.08), (29.935, 7.507), (28.722, 7.507), (28.601, 7.08)]
202;100;;;0;0,24;[428, 427, 429, 430];[(28.601, 7.08), (28.722, 7.507), (28.096, 7.507), (28.096, 7.08)]
203;100;;;0;0,75;[417, 429, 427, 418];[(28.093, 8.714), (28.096, 7.507), (28.722, 7.507), (28.703, 8.714)]
204;100;;;0;0,65;[19, 428, 430, 16];[(28.601, 5.534), (28.601, 7.08), (28.096, 7.08), (28.107, 6.013)]
205;100;;;0;1,03;[424, 426, 432, 431];[(30.245, 7.507), (30.245, 7.08), (32.75, 7.08), (32.557, 7.507)]
206;100;;;0;0,21;[431, 432, 434, 433];[(32.557, 7.507), (32.75, 7.08), (33.139, 7.08), (33.139, 7.507)]
207;100;;;0;0,07;[431, 433, 436, 435];[(32.557, 7.507), (33.139, 7.507), (33.139, 7.622), (32.557, 7.622)]
208;1;;;0;0,71;[470, 469, 442, 444];[(34.969, 2.08), (34.969, 2.503), (33.267, 2.489), (33.267, 2.075)]
209;100;;;0;0,21;[437, 440, 441, 444, 442, 438];[(32.75, 2.489), (32.75, 2.075), (33.139, 2.075), (33.267, 2.075), (33.267, 2.489), (33.139, 2.489)]
210;100;;;0;1,13;[440, 445, 446, 441];[(32.75, 2.075), (32.75, -0.828), (33.139, -0.828), (33.139, 2.075)]
211;100;;;0;3,34;[455, 31, 33, 456];[(32.75, -4.29), (32.746, -12.832), (33.14, -12.832), (33.139, -4.29)]
212;100;;;0;0,15;[446, 445, 447, 448];[(33.139, -0.828), (32.75, -0.828), (32.75, -1.223), (33.139, -1.223)]
213;100;;;0;0,65;[448, 447, 449, 450];[(33.139, -1.223), (32.75, -1.223), (32.75, -2.889), (33.139, -2.889)]
214;100;;;0;0,05;[450, 449, 451, 452];[(33.139, -2.889), (32.75, -2.889), (32.75, -3.008), (33.139, -3.008)]
215;100;;;0;0,14;[452, 451, 453, 454];[(33.139, -3.008), (32.75, -3.008), (32.75, -3.371), (33.139, -3.371)]
216;1;;;0;0,36;[454, 453, 455, 456];[(33.139, -3.371), (32.75, -3.371), (32.75, -4.29), (33.139, -4.29)]
217;100;;;0;0,50;[26, 451, 449, 24];[(28.786, -2.999), (32.75, -3.008), (32.75, -2.889), (28.786, -2.866)]
218;8;404;;0;38,95;[26, 28, 31, 455, 453, 451];[(28.786, -2.999), (28.786, -12.832), (32.746, -12.832), (32.75, -4.29), (32.75, -3.371), (32.75, -3.008)]
219;100;;;0;0,41;[64, 66, 458, 457];[(35.487, 9.964), (35.095, 9.964), (35.095, 8.922), (35.487, 8.922)]
220;100;;;0;0,29;[460, 463, 462, 459];[(35.095, 7.241), (35.478, 7.241), (35.478, 7.995), (35.095, 7.995)]
221;100;;;0;0,05;[465, 464, 469, 470];[(35.095, 2.08), (35.095, 2.503), (34.969, 2.503), (34.969, 2.08)]
222;100;;;0;0,04;[468, 465, 471, 472];[(35.488, 2.08), (35.095, 2.08), (35.095, 1.969), (35.488, 1.969)]
223;1;;;0;1,05;[472, 471, 473, 474];[(35.488, 1.969), (35.095, 1.969), (35.095, -0.707), (35.488, -0.707)]
224;100;;;0;0,05;[474, 473, 475, 476];[(35.488, -0.707), (35.095, -0.707), (35.095, -0.838), (35.488, -0.838)]
225;100;;;0;0,14;[476, 475, 477, 478];[(35.488, -0.838), (35.095, -0.838), (35.095, -1.241), (35.488, -1.152)]
226;100;;;0;0,06;[446, 448, 480, 479];[(33.139, -0.828), (33.139, -1.223), (33.279, -1.223), (33.279, -0.828)]
227;100;;;0;0,05;[477, 475, 481, 482];[(35.095, -1.241), (35.095, -0.838), (34.973, -0.838), (34.973, -1.241)]
228;100;;;0;1,29;[47, 476, 478, 45];[(39.589, -0.835), (35.488, -0.838), (35.488, -1.152), (39.589, -1.149)]
229;100;;;0;2,14;[477, 483, 484, 478];[(35.095, -1.241), (35.095, -6.658), (35.488, -6.658), (35.488, -1.152)]
230;1;;;0;0,39;[484, 483, 485, 486];[(35.488, -6.658), (35.095, -6.658), (35.095, -7.639), (35.488, -7.639)]
231;100;;;0;2,06;[485, 35, 37, 486];[(35.095, -7.639), (35.085, -12.832), (35.486, -12.832), (35.488, -7.639)]
232;18;414;;0;40,76;[184, 186, 248, 250, 253, 257, 259, 261, 263, 265, 267, 269, 271, 182];[(-27.964, 5.238), (-27.964, 5.989), (-27.968, 7.385), (-31.976, 7.385), (-31.976, 6.113), (-31.976, 5.209), (-31.976, 2.408), (-31.976, 2.008), (-31.976, 1.364), (-31.976, 0.432), (-31.976, -0.849), (-31.976, -1.301), (-31.976, -2.766), (-27.964, -2.783)]
233;9;;2;0;17,44;[150, 149, 152, 156, 159, 161, 289, 291, 293, 295];[(-38.779, 2.0), (-39.446, 2.0), (-40.932, 2.0), (-40.932, -0.825), (-39.463, -0.825), (-38.807, -0.825), (-34.77, -0.84), (-34.77, -0.735), (-34.77, 1.914), (-34.77, 2.002)]
234;100;;;0;0,07;[598, 597, 599, 600];[(-14.797, 12.83), (-14.797, 12.361), (-14.648, 12.361), (-14.648, 12.83)]
235;100;;;0;1,82;[116, 115, 596, 595];[(-12.274, 16.819), (-12.274, 17.584), (-14.653, 17.584), (-14.653, 16.819)]
236;8;406;Мультимедийный класс;0;40,39;[16, 430, 429, 417, 415, 408, 406, 404, 400, 14];[(28.107, 6.013), (28.096, 7.08), (28.096, 7.507), (28.093, 8.714), (28.093, 8.981), (28.093, 10.139), (21.114, 10.139), (20.22, 10.139), (18.342, 10.139), (18.334, 5.987)]
237;2;;;0;1,48;[418, 427, 423, 420];[(28.703, 8.714), (28.722, 7.507), (29.935, 7.507), (29.935, 8.714)]
238;9;;2;0;17,62;[47, 48, 49, 52, 56, 58, 468, 472, 474, 476];[(39.589, -0.835), (40.237, -0.835), (41.523, -0.835), (41.523, 2.085), (40.246, 2.085), (39.599, 2.085), (35.488, 2.08), (35.488, 1.969), (35.488, -0.707), (35.488, -0.838)]
239;1;;;0;1,91;[350, 394, 395, 351];[(-1.665, 12.361), (2.397, 12.382), (2.397, 12.856), (-1.665, 12.83)]
240;9;;2;0;25,94;[95, 96, 97, 100, 104, 106, 349, 351, 395, 393];[(2.54, 16.925), (2.54, 17.686), (2.54, 18.91), (-1.736, 18.91), (-1.736, 17.584), (-1.736, 16.819), (-1.741, 12.83), (-1.665, 12.83), (2.397, 12.856), (2.533, 12.856)]
241;1;;;0;1,60;[79, 413, 414, 78];[(32.451, 10.554), (28.823, 10.511), (28.823, 10.139), (32.451, 10.043)]
242;1;;;0;1,36;[76, 435, 436, 75];[(32.528, 9.895), (32.557, 7.622), (33.139, 7.622), (33.14, 9.895)]
243;1;;;0;7,65;[414, 410, 416, 419, 421, 422, 424, 431, 435, 76, 74, 78];[(28.823, 10.139), (28.703, 10.139), (28.703, 8.981), (29.935, 8.981), (30.245, 8.981), (30.245, 8.714), (30.245, 7.507), (32.557, 7.507), (32.557, 7.622), (32.528, 9.895), (32.528, 10.043), (32.451, 10.043)]
244;1;;;0;7,42;[73, 80, 385, 389, 412, 409, 413, 79, 77];[(32.595, 10.751), (32.595, 12.378), (28.461, 12.382), (28.461, 12.245), (28.703, 10.613), (28.703, 10.511), (28.823, 10.511), (32.451, 10.554), (32.595, 10.554)]
245;100;;;0;0,07;[463, 460, 461, 542];[(35.478, 7.241), (35.095, 7.241), (35.095, 7.067), (35.478, 7.067)]
246;100;;;0;0,51;[204, 211, 6, 7];[(-6.951, 10.096), (-6.92, 9.679), (-5.719, 9.679), (-5.719, 10.096)]
247;1;;;0;0,67;[227, 327, 324, 228];[(-16.588, 10.579), (-16.591, 12.228), (-16.997, 12.228), (-16.99, 10.579)]
248;1;;;0;0,76;[241, 316, 315, 242];[(-27.509, 10.579), (-27.529, 12.246), (-27.98, 12.246), (-27.968, 10.579)]
249;1;;;0;2,13;[134, 244, 243, 133];[(-31.618, 10.0), (-28.063, 10.002), (-28.063, 10.448), (-31.618, 10.751)]
250;1;;;0;1,04;[136, 256, 255, 135];[(-32.413, 9.891), (-32.369, 7.874), (-31.976, 7.874), (-31.779, 9.891)]
251;1;;;0;8,60;[131, 135, 255, 249, 246, 240, 244, 134];[(-31.779, 10.0), (-31.779, 9.891), (-31.976, 7.874), (-31.976, 7.801), (-27.968, 7.801), (-27.968, 10.002), (-28.063, 10.002), (-31.618, 10.0)]
252;1;;;0;0,70;[281, 299, 298, 282];[(-32.509, 2.408), (-34.244, 2.404), (-34.244, 2.002), (-32.509, 2.008)]
253;100;;;0;0,06;[290, 288, 443, 439];[(-34.34, -0.84), (-34.34, -1.33), (-34.225, -1.33), (-34.225, -0.84)]
254;1;;;0;0,80;[279, 439, 443, 280];[(-32.518, -0.849), (-34.225, -0.84), (-34.225, -1.33), (-32.518, -1.301)]
255;1;;;0;5,62;[262, 282, 298, 296, 294, 292, 290, 439, 279, 268, 266, 264];[(-32.369, 2.008), (-32.509, 2.008), (-34.244, 2.002), (-34.34, 2.002), (-34.34, 1.914), (-34.34, -0.735), (-34.34, -0.84), (-34.225, -0.84), (-32.518, -0.849), (-32.369, -0.849), (-32.369, 0.432), (-32.369, 1.364)]
256;1;;;0;20,14;[221, 228, 324, 322, 320, 318, 584, 190, 314, 316, 241, 237, 235, 233, 569, 567, 231, 229, 225, 223];[(-16.99, 10.448), (-16.99, 10.579), (-16.997, 12.228), (-16.997, 12.361), (-18.104, 12.361), (-18.986, 12.361), (-22.195, 12.361), (-22.338, 12.361), (-27.529, 12.361), (-27.529, 12.246), (-27.509, 10.579), (-27.509, 10.448), (-24.485, 10.448), (-23.588, 10.448), (-22.548, 10.448), (-22.399, 10.448), (-19.471, 10.448), (-18.56, 10.448), (-17.605, 10.448), (-17.413, 10.448)]
257;200;;TITLE;0;1,65;[487, 488, 490, 489];[(-0.219, 26.811), (1.066, 26.811), (1.066, 28.096), (-0.219, 28.096)]
258;1;;;0;0,40;[493, 492, 491, 494];[(-34.34, -10.383), (-34.77, -10.383), (-34.77, -11.324), (-34.34, -11.324)]
259;100;;;0;0,68;[168, 170, 494, 491];[(-34.77, -12.904), (-34.34, -12.904), (-34.34, -11.324), (-34.77, -11.324)]
260;100;;;0;2,12;[500, 499, 284, 283];[(-34.77, -8.978), (-34.34, -8.978), (-34.34, -4.041), (-34.77, -4.041)]
261;100;;;0;1,85;[497, 276, 275, 496];[(-32.369, -4.608), (-32.369, -9.299), (-31.976, -9.299), (-31.976, -4.608)]
262;1;;;0;0,36;[497, 496, 495, 498];[(-32.369, -4.608), (-31.976, -4.608), (-31.976, -3.684), (-32.369, -3.684)]
263;100;;;0;0,08;[309, 310, 499, 500];[(-34.77, -9.154), (-34.34, -9.154), (-34.34, -8.978), (-34.77, -8.978)]
264;100;;;0;0,28;[273, 274, 498, 495];[(-31.976, -2.978), (-32.369, -2.978), (-32.369, -3.684), (-31.976, -3.684)]
265;18;415;;0;39,79;[496, 275, 277, 174, 176, 180, 273, 495];[(-31.976, -4.608), (-31.976, -9.299), (-31.976, -10.206), (-31.965, -12.904), (-27.964, -12.904), (-27.964, -2.987), (-31.976, -2.978), (-31.976, -3.684)]
266;100;;;0;0,77;[502, 503, 309, 500];[(-38.807, -8.963), (-38.807, -9.167), (-34.77, -9.154), (-34.77, -8.978)]
267;100;;;0;4,84;[162, 160, 501, 502];[(-38.807, -1.586), (-39.463, -1.586), (-39.463, -8.963), (-38.807, -8.963)]
268;100;;;0;0,13;[502, 501, 504, 503];[(-38.807, -8.963), (-39.463, -8.963), (-39.463, -9.167), (-38.807, -9.167)]
269;100;;;0;0,49;[150, 301, 302, 148, 149];[(-38.779, 2.0), (-38.779, 2.418), (-38.779, 2.731), (-39.446, 2.731), (-39.446, 2.0)]
270;100;;;0;1,82;[301, 150, 295, 296, 297, 300];[(-38.779, 2.418), (-38.779, 2.0), (-34.77, 2.002), (-34.34, 2.002), (-34.34, 2.404), (-34.775, 2.405)]
271;100;;;0;1,44;[520, 519, 148, 302];[(-38.787, 4.898), (-39.446, 4.898), (-39.446, 2.731), (-38.779, 2.731)]
272;100;;;0;0,04;[514, 513, 303, 304];[(-34.75, 7.036), (-34.34, 7.036), (-34.34, 7.14), (-34.748, 7.14)]
273;100;;;0;0,06;[506, 505, 507, 508];[(-34.76, 4.903), (-34.34, 4.902), (-34.34, 5.046), (-34.76, 5.047)]
274;100;;;0;0,25;[508, 507, 509, 510];[(-34.76, 5.047), (-34.34, 5.046), (-34.34, 5.635), (-34.757, 5.636)]
275;1;;;0;0,33;[510, 509, 511, 512];[(-34.757, 5.636), (-34.34, 5.635), (-34.34, 6.427), (-34.753, 6.427)]
276;100;;;0;0,25;[512, 511, 513, 514];[(-34.753, 6.427), (-34.34, 6.427), (-34.34, 7.036), (-34.75, 7.036)]
277;100;;;0;0,07;[518, 517, 515, 516];[(-38.794, 7.141), (-39.446, 7.141), (-39.446, 7.03), (-38.793, 7.03)]
278;100;;;0;0,51;[146, 147, 517, 518];[(-38.797, 7.923), (-39.446, 7.923), (-39.446, 7.141), (-38.794, 7.141)]
279;100;;;0;0,10;[522, 521, 519, 520];[(-38.787, 5.047), (-39.446, 5.047), (-39.446, 4.898), (-38.787, 4.898)]
280;100;;;0;1,30;[516, 515, 521, 522];[(-38.793, 7.03), (-39.446, 7.03), (-39.446, 5.047), (-38.787, 5.047)]
281;100;;;0;0,43;[514, 304, 518, 516];[(-34.75, 7.036), (-34.748, 7.14), (-38.794, 7.141), (-38.793, 7.03)]
282;17;418;;0;11,57;[142, 146, 518, 304, 306, 308, 140];[(-38.797, 10.0), (-38.797, 7.923), (-38.794, 7.141), (-34.748, 7.14), (-34.748, 8.003), (-34.748, 8.792), (-34.767, 10.0)]
283;100;;;0;0,59;[508, 522, 520, 506];[(-34.76, 5.047), (-38.787, 5.047), (-38.787, 4.898), (-34.76, 4.903)]
284;3;;;0;8,01;[508, 510, 512, 514, 516, 522];[(-34.76, 5.047), (-34.757, 5.636), (-34.753, 6.427), (-34.75, 7.036), (-38.793, 7.03), (-38.787, 5.047)]
285;100;;;0;3,59;[119, 588, 587, 120];[(-17.499, 17.584), (-22.19, 17.584), (-22.19, 16.819), (-17.499, 16.819)]
286;100;;;0;0,07;[190, 584, 583, 189];[(-22.338, 12.361), (-22.195, 12.361), (-22.195, 12.83), (-22.338, 12.83)]
287;100;;;0;2,43;[314, 190, 189, 313];[(-27.529, 12.361), (-22.338, 12.361), (-22.338, 12.83), (-27.529, 12.83)]
288;8;411;;0;41,17;[0, 212, 206, 207, 214, 216, 218, 220, 222, 224, 198];[(-7.431, 6.003), (-7.418, 9.679), (-7.418, 10.12), (-8.303, 10.12), (-9.192, 10.12), (-13.498, 10.12), (-14.402, 10.12), (-16.588, 10.12), (-16.99, 10.12), (-17.413, 10.12), (-17.402, 5.989)]
289;100;;;0;0,12;[629, 358, 357, 628];[(-1.383, 3.829), (-1.206, 3.829), (-1.206, 4.483), (-1.383, 4.483)]
290;100;;;0;0,66;[359, 199, 200, 362];[(7.921, 10.095), (6.442, 10.096), (6.442, 9.657), (7.943, 9.652)]
291;1;;;0;0,39;[202, 201, 200, 199];[(5.544, 10.096), (5.544, 9.657), (6.442, 9.657), (6.442, 10.096)]
292;100;;;0;0,10;[355, 203, 353, 630, 352, 615];[(-1.145, 10.096), (-1.394, 10.096), (-1.394, 9.679), (-1.21, 9.678), (-1.145, 9.678), (-1.145, 9.887)]
293;1;;;0;17,67;[205, 209, 210, 573, 571, 337, 335, 333, 331, 329, 599, 597, 326, 327, 227, 219, 217, 215, 213];[(-8.303, 10.448), (-7.418, 10.448), (-7.359, 10.448), (-7.359, 10.587), (-7.35, 12.254), (-7.35, 12.361), (-11.9, 12.361), (-12.271, 12.361), (-13.209, 12.361), (-14.101, 12.361), (-14.648, 12.361), (-14.797, 12.361), (-16.591, 12.361), (-16.591, 12.228), (-16.588, 10.579), (-16.588, 10.448), (-14.402, 10.448), (-13.498, 10.448), (-9.192, 10.448)]
294;100;;;0;0,64;[3, 1, 523, 524];[(-6.917, 5.258), (-7.745, 5.258), (-7.745, 4.483), (-6.917, 4.483)]
295;100;;;0;0,54;[524, 523, 525, 526];[(-6.917, 4.483), (-7.745, 4.483), (-7.745, 3.829), (-6.917, 3.829)]
296;100;;;0;3,88;[358, 530, 529, 357];[(-1.206, 3.829), (4.739, 3.829), (4.739, 4.483), (-1.206, 4.483)]
297;100;;;0;0,66;[616, 615, 352, 528];[(1.954, 9.879), (-1.145, 9.887), (-1.145, 9.678), (1.954, 9.661)]
298;100;;;0;0,07;[529, 530, 532, 531];[(4.739, 4.483), (4.739, 3.829), (4.841, 3.829), (4.841, 4.483)]
299;100;;;0;1,90;[531, 532, 534, 533];[(4.841, 4.483), (4.841, 3.829), (7.747, 3.829), (7.747, 4.483)]
300;100;;;0;0,51;[533, 534, 536, 535];[(7.747, 4.483), (7.747, 3.829), (8.523, 3.829), (8.523, 4.483)]
301;100;;;0;1,17;[9, 537, 533, 535, 4, 8, 10];[(7.926, 5.987), (7.747, 5.987), (7.747, 4.483), (8.523, 4.483), (8.522, 5.231), (8.522, 5.987), (8.354, 5.987)]
302;8;408;Мультимедийный класс;0;47,06;[630, 357, 529, 531, 533, 537, 9, 362, 200, 201, 354, 528, 352];[(-1.21, 9.678), (-1.206, 4.483), (4.739, 4.483), (4.841, 4.483), (7.747, 4.483), (7.747, 5.987), (7.926, 5.987), (7.943, 9.652), (6.442, 9.657), (5.544, 9.657), (2.64, 9.657), (1.954, 9.661), (-1.145, 9.678)]
303;100;;;0;0,15;[369, 368, 370, 371];[(7.308, 12.239), (8.357, 12.239), (8.357, 12.382), (7.308, 12.382)]
304;100;;;0;0,05;[361, 360, 366, 367];[(7.921, 10.511), (8.357, 10.511), (8.357, 10.623), (7.921, 10.623)]
305;1;;;0;1,20;[367, 366, 368, 369];[(7.921, 10.623), (8.357, 10.623), (8.357, 12.239), (7.308, 12.239)]
306;1;;;0;0,43;[540, 539, 538, 541];[(21.854, 12.382), (21.854, 12.856), (20.937, 12.856), (20.937, 12.382)]
307;100;;;0;1,43;[379, 380, 541, 538];[(17.883, 12.856), (17.972, 12.382), (20.937, 12.382), (20.937, 12.856)]
308;1;;;0;18,90;[383, 540, 541, 380, 382, 402, 399, 403, 405, 407, 411, 388];[(28.044, 12.382), (21.854, 12.382), (20.937, 12.382), (17.972, 12.382), (17.972, 12.242), (17.964, 10.632), (17.964, 10.511), (20.22, 10.511), (21.114, 10.511), (28.093, 10.511), (28.093, 10.613), (28.044, 12.245)]
309;1;;;0;0,36;[458, 459, 462, 457];[(35.095, 8.922), (35.095, 7.995), (35.478, 7.995), (35.487, 8.922)]
310;100;;;0;0,17;[468, 466, 464, 465];[(35.488, 2.08), (35.488, 2.503), (35.095, 2.503), (35.095, 2.08)]
311;100;;;0;0,40;[542, 461, 543, 544];[(35.478, 7.067), (35.095, 7.067), (35.095, 6.027), (35.478, 6.027)]
312;1;;;0;0,31;[544, 543, 545, 546];[(35.478, 6.027), (35.095, 6.027), (35.095, 5.221), (35.478, 5.221)]
313;100;;;0;0,04;[546, 545, 547, 548];[(35.478, 5.221), (35.095, 5.221), (35.095, 5.109), (35.478, 5.109)]
314;100;;;0;0,05;[548, 547, 549, 550];[(35.478, 5.109), (35.095, 5.109), (35.095, 4.973), (35.478, 4.973)]
315;100;;;0;0,05;[550, 549, 551, 552];[(35.478, 4.973), (35.095, 4.973), (35.095, 4.839), (35.478, 4.839)]
316;1;;;0;0,30;[552, 551, 553, 554];[(35.478, 4.839), (35.095, 4.839), (35.095, 4.045), (35.478, 4.045)]
317;100;;;0;0,60;[466, 554, 553, 464];[(35.488, 2.503), (35.478, 4.045), (35.095, 4.045), (35.095, 2.503)]
318;100;;;0;1,69;[467, 466, 468, 58];[(39.599, 2.486), (35.488, 2.503), (35.488, 2.08), (39.599, 2.085)]
319;100;;;0;0,08;[557, 558, 555, 556];[(39.599, 4.975), (40.246, 4.975), (40.246, 5.106), (39.599, 5.106)]
320;100;;;0;1,42;[59, 57, 558, 557];[(39.599, 2.785), (40.246, 2.785), (40.246, 4.975), (39.599, 4.975)]
321;100;;;0;0,55;[550, 557, 556, 548];[(35.478, 4.973), (39.599, 4.975), (39.599, 5.106), (35.478, 5.109)]
322;100;;;0;0,10;[561, 562, 559, 560];[(39.599, 7.066), (40.246, 7.066), (40.246, 7.225), (39.599, 7.225)]
323;100;;;0;1,27;[556, 555, 562, 561];[(39.599, 5.106), (40.246, 5.106), (40.246, 7.066), (39.599, 7.066)]
324;100;;;0;0,69;[542, 561, 560, 463];[(35.478, 7.067), (39.599, 7.066), (39.599, 7.225), (35.478, 7.241)]
325;17;402;;0;11,24;[64, 457, 462, 463, 560, 61];[(35.487, 9.964), (35.487, 8.922), (35.478, 7.995), (35.478, 7.241), (39.599, 7.225), (39.599, 9.964)]
326;3;;;0;8,07;[542, 544, 546, 548, 556, 561];[(35.478, 7.067), (35.478, 6.027), (35.478, 5.221), (35.478, 5.109), (39.599, 5.106), (39.599, 7.066)]
327;3;;;0;10,21;[557, 550, 552, 554, 466, 467, 59];[(39.599, 4.975), (35.478, 4.973), (35.478, 4.839), (35.478, 4.045), (35.488, 2.503), (39.599, 2.486), (39.599, 2.785)]
328;100;;;0;0,53;[493, 310, 309, 492];[(-34.34, -10.383), (-34.34, -9.154), (-34.77, -9.154), (-34.77, -10.383)]
329;1;;;0;22,81;[172, 278, 276, 497, 498, 274, 272, 270, 280, 443, 288, 286, 284, 499, 310, 493, 494, 170];[(-32.387, -12.904), (-32.369, -10.206), (-32.369, -9.299), (-32.369, -4.608), (-32.369, -3.684), (-32.369, -2.978), (-32.369, -2.766), (-32.369, -1.301), (-32.518, -1.301), (-34.225, -1.33), (-34.34, -1.33), (-34.34, -3.114), (-34.34, -4.041), (-34.34, -8.978), (-34.34, -9.154), (-34.34, -10.383), (-34.34, -11.324), (-34.34, -12.904)]
330;8;416;;0;15,11;[309, 503, 165, 168, 491, 492];[(-34.77, -9.154), (-38.807, -9.167), (-38.807, -12.904), (-34.77, -12.904), (-34.77, -11.324), (-34.77, -10.383)]
331;1;;;0;0,35;[565, 564, 563, 566];[(-34.34, 4.83), (-34.761, 4.831), (-34.766, 4.009), (-34.34, 4.008)]
332;3;;;0;9,99;[301, 300, 563, 564, 506, 520, 302];[(-38.779, 2.418), (-34.775, 2.405), (-34.766, 4.009), (-34.761, 4.831), (-34.76, 4.903), (-38.787, 4.898), (-38.779, 2.731)]
333;100;;;0;0,69;[300, 297, 566, 563];[(-34.775, 2.405), (-34.34, 2.404), (-34.34, 4.008), (-34.766, 4.009)]
334;100;;;0;0,03;[564, 565, 505, 506];[(-34.761, 4.831), (-34.34, 4.83), (-34.34, 4.902), (-34.76, 4.903)]
335;1;;;0;14,93;[132, 138, 307, 305, 303, 513, 511, 509, 507, 505, 565, 566, 297, 299, 281, 260, 258, 254, 252, 251, 256, 136];[(-32.413, 10.0), (-34.359, 10.0), (-34.34, 8.792), (-34.34, 8.003), (-34.34, 7.14), (-34.34, 7.036), (-34.34, 6.427), (-34.34, 5.635), (-34.34, 5.046), (-34.34, 4.902), (-34.34, 4.83), (-34.34, 4.008), (-34.34, 2.404), (-34.244, 2.404), (-32.509, 2.408), (-32.369, 2.408), (-32.369, 5.209), (-32.369, 6.113), (-32.369, 7.385), (-32.369, 7.801), (-32.369, 7.874), (-32.413, 9.891)]
336;100;;;0;0,96;[231, 567, 568, 232];[(-19.471, 10.448), (-22.399, 10.448), (-22.399, 10.12), (-19.471, 10.12)]
337;100;;;0;0,05;[567, 569, 570, 568];[(-22.399, 10.448), (-22.548, 10.448), (-22.548, 10.12), (-22.399, 10.12)]
338;100;;;0;0,99;[235, 237, 238, 236];[(-24.485, 10.448), (-27.509, 10.448), (-27.509, 10.12), (-24.485, 10.12)]
339;100;;;0;0,60;[194, 568, 570, 192];[(-22.399, 5.989), (-22.399, 10.12), (-22.548, 10.12), (-22.542, 5.989)]
340;15;412;;0;19,80;[196, 226, 230, 232, 568, 194];[(-17.609, 5.989), (-17.605, 10.12), (-18.56, 10.12), (-19.471, 10.12), (-22.399, 10.12), (-22.399, 5.989)]
341;15;413;;0;20,49;[192, 570, 234, 236, 238, 245, 247, 188, 187];[(-22.542, 5.989), (-22.548, 10.12), (-23.588, 10.12), (-24.485, 10.12), (-27.509, 10.12), (-27.509, 7.801), (-27.509, 7.385), (-27.483, 5.989), (-27.279, 5.989)]
342;100;;;0;1,50;[344, 346, 347, 345];[(-5.4, 12.361), (-2.201, 12.361), (-2.201, 12.83), (-5.4, 12.83)]
343;100;;;0;0,04;[337, 571, 572, 339];[(-7.35, 12.361), (-7.35, 12.254), (-6.946, 12.254), (-6.945, 12.361)]
344;100;;;0;0,06;[208, 574, 573, 210];[(-6.951, 10.448), (-6.951, 10.587), (-7.359, 10.587), (-7.359, 10.448)]
345;100;;;0;0,30;[356, 527, 616, 528, 354];[(2.64, 10.096), (1.954, 10.096), (1.954, 9.879), (1.954, 9.661), (2.64, 9.657)]
346;1;;;0;0,68;[571, 573, 574, 572];[(-7.35, 12.254), (-7.359, 10.587), (-6.951, 10.587), (-6.946, 12.254)]
347;8;410;;0;28,73;[3, 524, 628, 353, 5, 6, 211, 2];[(-6.917, 5.258), (-6.917, 4.483), (-1.383, 4.483), (-1.394, 9.679), (-4.837, 9.679), (-5.719, 9.679), (-6.92, 9.679), (-6.917, 6.003)]
348;18;400;;0;59,05;[373, 372, 375, 377, 378, 89, 91, 93, 391, 626, 627];[(7.308, 12.856), (8.395, 12.856), (17.481, 12.856), (17.539, 12.856), (17.628, 12.856), (17.613, 16.925), (3.109, 16.925), (3.108, 16.925), (3.116, 12.856), (6.288, 12.856), (7.2, 12.856)]
349;1;;;0;0,33;[577, 576, 575, 578];[(32.75, 5.708), (33.139, 5.708), (33.139, 6.547), (32.75, 6.547)]
